TID,EngTitle,EngPurpose,LocalTitle,LocalPurpose,Type,Value,Value2,Count,RemoveItem,WorldTID,MapXYZ
800194,QMT_Title_003473,QMT_Purpose_003473,杀狮炼丹的日落。,红色如何收集,1,55684,0,3,0,2000,0
800195,QMT_Title_003474,QMT_Purpose_003474,杀众血夕阳红的使者和收集各地。,全采集yikkeum,3,25994,0,1,1,2000,4069.71|5850.59|218.12
800196,QMT_Title_003475,QMT_Purpose_003475,池收集yikkeum yikkeum池。,夕阳狮高级萨满援助,3,25995,0,3,1,2000,0
800197,QMT_Title_003476,QMT_Purpose_003476,狮子杀死夕阳的高级巫师。,绿树摧毁削弱设备,1,55675,0,3,0,2000,3789.56|5828.72|223.86
800198,QMT_Title_003477,QMT_Purpose_003477,抽象的树削弱和损坏设备。,炼金治疗夕阳狮,1,55685,0,3,0,2000,0
800199,QMT_Title_003478,QMT_Purpose_003478,狮子杀死夕阳的炼金术士。,空置我的收藏,1,55686,0,3,0,2000,0
800200,QMT_Title_003479,QMT_Purpose_003479,收集空我的夕阳狮子炼金术士的口袋。,日落收集瓶,3,25996,0,3,1,2000,0
800201,QMT_Title_003480,QMT_Purpose_003480,收集夕阳小瓶从死里约日落的魔术师。,得分霜狼部落爪,3,25997,0,3,1,2000,3724.54|5809.01|223.86
910001,QMT_Title_003481,QMT_Purpose_003481,记分霜狼部落的爪子。,骨头碎片收集僵尸,1,51611,0,6,0,2000,7521.46|6699.65|107.10
930001,QMT_Title_003482,QMT_Purpose_003482,恶性僵尸杀僵尸，并计算出碎骨。,腐烂僵尸杀mundeureojin,3,25311,0,25,1,2000,5911.72|7534.44|65.75
930002,QMT_Title_003483,QMT_Purpose_003483,该援助mundeureojin腐烂僵尸。,饥饿僵尸援助,1,52512,0,25,0,2000,5930.16|7530.38|64.10
930003,QMT_Title_003484,QMT_Purpose_003484,该援助饥饿僵尸。,已清除,1,52502,0,25,0,2000,5917.07|7588.80|88.92
930004,QMT_Title_003485,QMT_Purpose_003485,狼通常清除带有S级难度的冰。,已清除,9,4430,3,1,0,2000,0
930005,QMT_Title_003486,QMT_Purpose_003486,清除带有S级难度的冰狼。,已清除,9,4431,3,1,0,2000,0
930006,QMT_Title_003487,QMT_Purpose_003487,清晰的冰狼性以S级非常困难。,已清除,9,4432,3,1,0,2000,0
930007,QMT_Title_003488,QMT_Purpose_003488,清除带有S级火焰难度的祭坛。,已清除,9,4030,3,1,0,2000,0
930008,QMT_Title_003489,QMT_Purpose_003489,清除困难军衔的圣火坛。,已清除,9,4031,3,1,0,2000,0
930009,QMT_Title_003490,QMT_Purpose_003490,难度是S级的祭坛非常清晰的火焰。,红泪土地胜,9,4032,3,1,0,2000,0
930010,QMT_Title_003491,QMT_Purpose_003491,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930011,QMT_Title_003492,QMT_Purpose_003492,在叹息谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930012,QMT_Title_003493,QMT_Purpose_003493,角斗士赢得拉奎拉领域。,piriah的报表集合,12,1130,0,1,0,2000,0
930013,QMT_Title_003494,QMT_Purpose_003494,杀生锈铠甲的主要条款，并重新获得piriah的报告。,主要治疗破甲的,3,25310,0,25,1,2000,5919.50|7393.39|69.37
930014,QMT_Title_003495,QMT_Purpose_003495,该得分破甲的主要条款。,主要治疗坚实的铠甲,1,52514,0,25,1,2000,5958.75|7349.70|71.11
930015,QMT_Title_003496,QMT_Purpose_003496,硬装甲的得分主要条款。,已清除,1,52522,0,25,1,2000,5697.58|7404.31|103.05
930016,QMT_Title_003497,QMT_Purpose_003497,狼通常清除带有S级难度的冰。,已清除,9,4430,3,1,0,2000,0
930017,QMT_Title_003498,QMT_Purpose_003498,清除带有S级难度的冰狼。,已清除,9,4431,3,1,0,2000,0
930018,QMT_Title_003499,QMT_Purpose_003499,清晰的冰狼性以S级非常困难。,已清除,9,4432,3,1,0,2000,0
930019,QMT_Title_003500,QMT_Purpose_003500,通常清除带有S级火焰难度的祭坛。,已清除,9,4030,3,1,0,2000,0
930020,QMT_Title_003501,QMT_Purpose_003501,清除困难军衔的圣火坛。,已清除,9,4031,3,1,0,2000,0
930021,QMT_Title_003502,QMT_Purpose_003502,难度是S级的祭坛非常清晰的火焰。,红泪土地胜,9,4032,3,1,0,2000,0
930022,QMT_Title_003503,QMT_Purpose_003503,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930023,QMT_Title_003504,QMT_Purpose_003504,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930024,QMT_Title_003505,QMT_Purpose_003505,角斗士赢得拉奎拉领域。,蓝尾湾neeo援助,12,1130,0,1,0,2000,0
930025,QMT_Title_003506,QMT_Purpose_003506,neeo一个蓝色的尾巴海湾的援助。,桶装液体聚集,1,52531,0,25,0,2000,5745.83|7076.02|84.30
930026,QMT_Title_003507,QMT_Purpose_003507,可见打分尺度和计算的桶体液桶。,红尾湾neeo援助,3,25319,0,25,1,2000,5968.49|7096.84|70.14
930027,QMT_Title_003508,QMT_Purpose_003508,在杀死红尾湾neeo。,已清除,1,52532,0,25,1,2000,5739.26|7098.13|84.19
930028,QMT_Title_003509,QMT_Purpose_003509,狼通常清除带有S级难度的冰。,已清除,9,4430,3,1,0,2000,0
930029,QMT_Title_003510,QMT_Purpose_003510,清除带有S级难度的冰狼。,已清除,9,4431,3,1,0,2000,0
930030,QMT_Title_003511,QMT_Purpose_003511,清晰的冰狼性以S级非常困难。,已清除,9,4432,3,1,0,2000,0
930031,QMT_Title_003512,QMT_Purpose_003512,通常清除带有S级火焰难度的祭坛。,已清除,9,4030,3,1,0,2000,0
930032,QMT_Title_003513,QMT_Purpose_003513,清除困难军衔的圣火坛。,已清除,9,4031,3,1,0,2000,0
930033,QMT_Title_003514,QMT_Purpose_003514,难度是S级的祭坛非常清晰的火焰。,红泪土地胜,9,4032,3,1,0,2000,0
930034,QMT_Title_003515,QMT_Purpose_003515,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930035,QMT_Title_003516,QMT_Purpose_003516,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930036,QMT_Title_003517,QMT_Purpose_003517,角斗士赢得拉奎拉领域。,消防柳外核心种质,12,1130,0,1,0,2000,0
930037,QMT_Title_003518,QMT_Purpose_003518,消防战士得分月和计算柳火的外核。,恶性湾nolpeu援助,3,25340,0,25,1,2000,5845.38|6757.52|100.23
930038,QMT_Title_003519,QMT_Purpose_003519,在杀死恶性湾nolpeu。,柳消防援助,1,52542,0,25,1,2000,5915.69|6925.75|90.36
930039,QMT_Title_003520,QMT_Purpose_003520,杨柳将有助于火。,已清除,1,52544,0,25,0,2000,5861.78|6779.44|96.53
930040,QMT_Title_003521,QMT_Purpose_003521,狼通常清除带有S级难度的冰。,已清除,9,4430,3,1,0,2000,0
930041,QMT_Title_003522,QMT_Purpose_003522,清除带有S级难度的冰狼。,已清除,9,4431,3,1,0,2000,0
930042,QMT_Title_003523,QMT_Purpose_003523,清晰的冰狼性以S级非常困难。,已清除,9,4432,3,1,0,2000,0
930043,QMT_Title_003524,QMT_Purpose_003524,通常清除带有S级火焰难度的祭坛。,已清除,9,4030,3,1,0,2000,0
930044,QMT_Title_003525,QMT_Purpose_003525,清除困难军衔的圣火坛。,已清除,9,4031,3,1,0,2000,0
930045,QMT_Title_003526,QMT_Purpose_003526,难度是S级的祭坛非常清晰的火焰。,红泪土地胜,9,4032,3,1,0,2000,0
930046,QMT_Title_003527,QMT_Purpose_003527,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930047,QMT_Title_003528,QMT_Purpose_003528,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930048,QMT_Title_003529,QMT_Purpose_003529,角斗士赢得拉奎拉领域。,易门外景克赖斯特彻奇,12,1130,0,1,0,2000,0
930049,QMT_Title_003530,QMT_Purpose_003530,门卫不计分。,收集指甲哈比的,1,52556,0,25,0,2000,6423.49|6791.95|80.83
930050,QMT_Title_003531,QMT_Purpose_003531,杀死野鹰身女妖，并计算钉子。,杀死鹰身女妖的爪子,3,25367,0,25,1,2000,6388.87|6845.87|86.46
930051,QMT_Title_003532,QMT_Purpose_003532,哈比爪的治疗。,已清除,1,52552,0,25,1,2000,6408.50|7063.21|74.23
930052,QMT_Title_003533,QMT_Purpose_003533,通常清除的哈比困难军衔的天堂。,已清除,9,4440,3,1,0,2000,0
930053,QMT_Title_003534,QMT_Purpose_003534,困难已的清除哈比乐园。,已清除,9,4441,3,1,0,2000,0
930054,QMT_Title_003535,QMT_Purpose_003535,清晰的冰狼性以S级非常困难。,已清除,9,4442,3,1,0,2000,0
930055,QMT_Title_003536,QMT_Purpose_003536,通常清除困难军衔的死亡神庙。,已清除,9,4040,3,1,0,2000,0
930056,QMT_Title_003537,QMT_Purpose_003537,清除困难军衔的死亡神庙。,已清除,9,4041,3,1,0,2000,0
930057,QMT_Title_003538,QMT_Purpose_003538,困难的是在死亡的军衔寺庙很清楚。,红泪土地胜,9,4042,3,1,0,2000,0
930058,QMT_Title_003539,QMT_Purpose_003539,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930059,QMT_Title_003540,QMT_Purpose_003540,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930060,QMT_Title_003541,QMT_Purpose_003541,角斗士赢得拉奎拉领域。,易门萨满援助,12,1130,0,1,0,2000,0
930061,QMT_Title_003542,QMT_Purpose_003542,容易杀??萨满门。,量名称标签集合,1,52561,0,25,1,2000,6340.04|6689.62|80.59
930062,QMT_Title_003543,QMT_Purpose_003543,杀死不栅极猛击和重新获得的量的铭牌。,易门外景克赖斯特彻奇,3,25373,0,25,1,2000,6555.35|6750.27|77.27
930063,QMT_Title_003544,QMT_Purpose_003544,门卫不计分。,已清除,1,52556,0,25,1,2000,6423.49|6791.95|80.83
930064,QMT_Title_003545,QMT_Purpose_003545,通常清除的哈比困难军衔的天堂。,已清除,9,4440,3,1,0,2000,0
930065,QMT_Title_003546,QMT_Purpose_003546,困难已的清除哈比乐园。,已清除,9,4441,3,1,0,2000,0
930066,QMT_Title_003547,QMT_Purpose_003547,清晰的冰狼性以S级非常困难。,已清除,9,4442,3,1,0,2000,0
930067,QMT_Title_003548,QMT_Purpose_003548,通常清除困难军衔的死亡神庙。,已清除,9,4040,3,1,0,2000,0
930068,QMT_Title_003549,QMT_Purpose_003549,清除困难军衔的死亡神庙。,已清除,9,4041,3,1,0,2000,0
930069,QMT_Title_003550,QMT_Purpose_003550,困难的是在死亡的军衔寺庙很清楚。,红泪土地胜,9,4042,3,1,0,2000,0
930070,QMT_Title_003551,QMT_Purpose_003551,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930071,QMT_Title_003552,QMT_Purpose_003552,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930072,QMT_Title_003553,QMT_Purpose_003553,角斗士赢得拉奎拉领域。,钻原木毒治疗,12,1130,0,1,0,2000,0
930073,QMT_Title_003554,QMT_Purpose_003554,钻日志带毒的治疗。,魔法护甲收集死亡,1,52572,0,25,0,2000,6419.24|6400.08|78.59
930074,QMT_Title_003555,QMT_Purpose_003555,杀战士边境片，并计算出装甲居住死亡。,杀死士兵雕塑jolbyeong,3,25384,0,25,1,2000,6491.19|6533.00|79.39
930075,QMT_Title_003556,QMT_Purpose_003556,计分片jolbyeong士兵。,已清除,1,52574,0,25,0,2000,6487.42|6499.57|76.72
930076,QMT_Title_003557,QMT_Purpose_003557,通常清除的哈比困难军衔的天堂。,已清除,9,4440,3,1,0,2000,0
930077,QMT_Title_003558,QMT_Purpose_003558,困难已的清除哈比乐园。,已清除,9,4441,3,1,0,2000,0
930078,QMT_Title_003559,QMT_Purpose_003559,清晰的冰狼性以S级非常困难。,已清除,9,4442,3,1,0,2000,0
930079,QMT_Title_003560,QMT_Purpose_003560,通常清除困难军衔的死亡神庙。,已清除,9,4040,3,1,0,2000,0
930080,QMT_Title_003561,QMT_Purpose_003561,清除困难军衔的死亡神庙。,已清除,9,4041,3,1,0,2000,0
930081,QMT_Title_003562,QMT_Purpose_003562,困难的是在死亡的军衔寺庙很清楚。,红泪土地胜,9,4042,3,1,0,2000,0
930082,QMT_Title_003563,QMT_Purpose_003563,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930083,QMT_Title_003564,QMT_Purpose_003564,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930084,QMT_Title_003565,QMT_Purpose_003565,角斗士赢得拉奎拉领域。,老收缴武器,12,1130,0,1,0,2000,0
930085,QMT_Title_003566,QMT_Purpose_003566,突击队士兵患病和求医件旧的武器。,骷髅条纹援助,3,25394,0,25,1,2000,6284.34|6235.95|79.40
930086,QMT_Title_003567,QMT_Purpose_003567,计分骨架房客。,骷髅突击队疾病治疗,1,52582,0,25,0,2000,6566.49|6276.90|78.32
930087,QMT_Title_003568,QMT_Purpose_003568,计分骨架突击队疾病。,已清除,1,52591,0,25,0,2000,6279.49|6253.25|79.40
930088,QMT_Title_003569,QMT_Purpose_003569,通常清除的哈比困难军衔的天堂。,已清除,9,4440,3,1,0,2000,0
930089,QMT_Title_003570,QMT_Purpose_003570,困难已的清除哈比乐园。,已清除,9,4441,3,1,0,2000,0
930090,QMT_Title_003571,QMT_Purpose_003571,清晰的冰狼性以S级非常困难。,已清除,9,4442,3,1,0,2000,0
930091,QMT_Title_003572,QMT_Purpose_003572,通常清除困难军衔的死亡神庙。,已清除,9,4040,3,1,0,2000,0
930092,QMT_Title_003573,QMT_Purpose_003573,清除困难军衔的死亡神庙。,已清除,9,4041,3,1,0,2000,0
930093,QMT_Title_003574,QMT_Purpose_003574,困难的是在死亡的军衔寺庙很清楚。,红泪土地胜,9,4042,3,1,0,2000,0
930094,QMT_Title_003575,QMT_Purpose_003575,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930095,QMT_Title_003576,QMT_Purpose_003576,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930096,QMT_Title_003577,QMT_Purpose_003577,角斗士赢得拉奎拉领域。,明镜清扫车观察家援助,12,1130,0,1,0,2000,0
930097,QMT_Title_003578,QMT_Purpose_003578,该援助给出河畔清道夫角色。,国民警卫队的武器收集,1,52605,0,25,0,2000,5946.90|6326.90|72.06
930098,QMT_Title_003579,QMT_Purpose_003579,杀死饿了呼吸，血少重新获得武器的警卫。,明镜扫杀萨满,3,25400,0,25,1,2000,5954.72|6528.79|72.06
930099,QMT_Title_003580,QMT_Purpose_003580,清扫车杀鹿萨满。,已清除,1,52604,0,25,0,2000,5940.70|6294.90|72.06
930100,QMT_Title_003581,QMT_Purpose_003581,通常清除的哈比困难军衔的天堂。,已清除,9,4440,3,1,0,2000,0
930101,QMT_Title_003582,QMT_Purpose_003582,困难已的清除哈比乐园。,已清除,9,4441,3,1,0,2000,0
930102,QMT_Title_003583,QMT_Purpose_003583,清晰的冰狼性以S级非常困难。,已清除,9,4442,3,1,0,2000,0
930103,QMT_Title_003584,QMT_Purpose_003584,通常清除困难军衔的死亡神庙。,已清除,9,4040,3,1,0,2000,0
930104,QMT_Title_003585,QMT_Purpose_003585,清除困难军衔的死亡神庙。,已清除,9,4041,3,1,0,2000,0
930105,QMT_Title_003586,QMT_Purpose_003586,困难的是在死亡的军衔寺庙很清楚。,红泪土地胜,9,4042,3,1,0,2000,0
930106,QMT_Title_003587,QMT_Purpose_003587,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930107,QMT_Title_003588,QMT_Purpose_003588,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930108,QMT_Title_003589,QMT_Purpose_003589,角斗士赢得拉奎拉领域。,地狱主外景克赖斯特彻奇,12,1130,0,1,0,2000,0
930109,QMT_Title_003590,QMT_Purpose_003590,得分地狱掌握望风。,地图碎片收集的,1,52611,0,25,0,2000,5742.70|6458.20|111.80
930110,QMT_Title_003591,QMT_Purpose_003591,援助少生气呼吸，计算地图的废墟。,地狱主人寄宿援助,3,25410,0,25,1,2000,5901.35|6475.92|82.24
930111,QMT_Title_003592,QMT_Purpose_003592,得分高手地狱边境。,已清除,1,52612,0,25,0,2000,5783.10|6331.95|92.25
930112,QMT_Title_003593,QMT_Purpose_003593,通常情况下，强攻的难度清除与已城堡。,已清除,9,4450,3,1,0,2000,0
930113,QMT_Title_003594,QMT_Purpose_003594,清除风暴的困难军衔城堡。,已清除,9,4451,3,1,0,2000,0
930114,QMT_Title_003595,QMT_Purpose_003595,清算风暴在S级城堡的非常困难。,已清除,9,4452,3,1,0,2000,0
930115,QMT_Title_003596,QMT_Purpose_003596,暂停通常清除罗汉一个S级的难度。,已清除,9,4050,3,1,0,2000,0
930116,QMT_Title_003597,QMT_Purpose_003597,清除浮游带S级难度的罗汉。,已清除,9,4051,3,1,0,2000,0
930117,QMT_Title_003598,QMT_Purpose_003598,以S级流星的罗汉很清楚的部分的难度。,红泪土地胜,9,4052,3,1,0,2000,0
930118,QMT_Title_003599,QMT_Purpose_003599,在红色的胜利泪土地。,胜利叹息谷,12,1110,0,1,0,2000,0
930119,QMT_Title_003600,QMT_Purpose_003600,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1120,0,1,0,2000,0
930120,QMT_Title_003601,QMT_Purpose_003601,角斗士赢得拉奎拉领域。,脆弱拉蓬蒂援助计划,12,1130,0,1,0,2000,0
940001,QMT_Title_003602,QMT_Purpose_003602,在援助脆弱的拉蓬蒂程序。,收集拉蓬蒂的蹄子印,1,53521,0,25,0,2000,5772.90|7885.05|125.77
940002,QMT_Title_003603,QMT_Purpose_003603,拉蓬蒂失去了援助计划，并计算拉蓬蒂的蹄打印。,蜘蛛气味处理,3,25620,0,25,1,2000,5812.58|7878.12|127.74
940003,QMT_Title_003604,QMT_Purpose_003604,该援助气味狼蛛。,已清除,1,53513,0,25,0,2000,5930.16|7937.03|120.66
940004,QMT_Title_003605,QMT_Purpose_003605,通常情况下，强攻的难度清除与已城堡。,已清除,9,4450,3,1,0,2000,0
940005,QMT_Title_003606,QMT_Purpose_003606,清除风暴的困难军衔城堡。,已清除,9,4451,3,1,0,2000,0
940006,QMT_Title_003607,QMT_Purpose_003607,清算风暴在S级城堡的非常困难。,已清除,9,4452,3,1,0,2000,0
940007,QMT_Title_003608,QMT_Purpose_003608,暂停通常清除罗汉一个S级的难度。,已清除,9,4050,3,1,0,2000,0
940008,QMT_Title_003609,QMT_Purpose_003609,清除浮游带S级难度的罗汉。,已清除,9,4051,3,1,0,2000,0
940009,QMT_Title_003610,QMT_Purpose_003610,以S级流星的罗汉很清楚的部分的难度。,红泪土地胜,9,4052,3,1,0,2000,0
940010,QMT_Title_003611,QMT_Purpose_003611,在红色的胜利泪土地。,胜利叹息谷,12,1111,0,1,0,2000,0
940011,QMT_Title_003612,QMT_Purpose_003612,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1121,0,1,0,2000,0
940012,QMT_Title_003613,QMT_Purpose_003613,角斗士赢得拉奎拉领域。,药品回收,12,1131,0,1,0,2000,0
940013,QMT_Title_003614,QMT_Purpose_003614,致命一击岛转录和恢复的药物。,吹岛观景台基督城,3,25653,0,25,1,2000,5360.18|8127.34|132.45
940014,QMT_Title_003615,QMT_Purpose_003615,计分的打击岛上了望。,大号水瓶助磨剂,1,53601,0,25,0,2000,5347.25|8073.80|131.97
940015,QMT_Title_003616,QMT_Purpose_003616,计分磨床大号玻璃瓶。,已清除,1,53611,0,25,1,2000,5331.09|8007.79|130.29
940016,QMT_Title_003617,QMT_Purpose_003617,通常明确转录圣地困难军衔的。,已清除,9,4460,3,1,0,2000,0
940017,QMT_Title_003618,QMT_Purpose_003618,清除困难军衔的圣地转录。,已清除,9,4461,3,1,0,2000,0
940018,QMT_Title_003619,QMT_Purpose_003619,清除圣地的转录是非常困难军衔。,已清除,9,4462,3,1,0,2000,0
940019,QMT_Title_003620,QMT_Purpose_003620,通常明确的人群生物实验室困难军衔。,已清除,9,4060,3,1,0,2000,0
940020,QMT_Title_003621,QMT_Purpose_003621,清除人群生物实验室困难军衔。,已清除,9,4061,3,1,0,2000,0
940021,QMT_Title_003622,QMT_Purpose_003622,人群中非常困难，清除了生物实验室在S级。,红泪土地胜,9,4062,3,1,0,2000,0
940022,QMT_Title_003623,QMT_Purpose_003623,在红色的胜利泪土地。,胜利叹息谷,12,1111,0,1,0,2000,0
940023,QMT_Title_003624,QMT_Purpose_003624,在叹息的山谷的胜利。,角斗士在拉奎拉章胜,12,1121,0,1,0,2000,0
940024,QMT_Title_003625,QMT_Purpose_003625,角斗士赢得拉奎拉领域。,体液的地狱犬集合,12,1131,0,1,0,2000,0
940025,QMT_Title_003626,QMT_Purpose_003626,而就诊的暴力地狱犬地狱犬的液体。,远藤的猎人杀死,3,25681,0,25,1,2000,4830.03|8470.31|124.18
940026,QMT_Title_003627,QMT_Purpose_003627,得分远藤的猎人。,远藤的冠军援助,1,53672,0,25,0,2000,4838.92|8484.53|124.17
940027,QMT_Title_003628,QMT_Purpose_003628,在杀死远藤的武士。,已清除,1,53671,0,25,0,2000,4774.44|8560.92|105.42
940028,QMT_Title_003629,QMT_Purpose_003629,通常明确转录圣地困难军衔的。,已清除,9,4460,3,1,0,2000,0
940029,QMT_Title_003630,QMT_Purpose_003630,清除困难军衔的圣地转录。,已清除,9,4461,3,1,0,2000,0
940030,QMT_Title_003631,QMT_Purpose_003631,清除圣地的转录是非常困难军衔。,已清除,9,4462,3,1,0,2000,0
940031,QMT_Title_003632,QMT_Purpose_003632,通常明确的人群生物实验室困难军衔。,已清除,9,4060,3,1,0,2000,0
940032,QMT_Title_003633,QMT_Purpose_003633,清除人群生物实验室困难军衔。,已清除,9,4061,3,1,0,2000,0
940033,QMT_Title_003634,QMT_Purpose_003634,人群中非常困难，清除了生物实验室在S级。,红泪土地胜,9,4062,3,1,0,2000,0
