TID,Type,EngTitle,EngMainScript,EngProgressScript,EngFinishScript,EngMiniBarFinish,LocalTitle,LocalMainScript,LocalProgressScript,LocalFinishScript,LocalMiniBarFinish,Area,Grade,Level,Repeat,RepeatDay,Share,StartType,StartValue,StartCinemaTID,FinishType,FinishValue,FinishCinemaTID,TimeOut,PrevQuest,NextQuest,DemandRace,DemandLowLv,DemandMaxLv,DemandWeapon,DemandWLv,GiveItem1,GiveItemCnt1,GiveItem2,GiveItemCnt2,EventTID,MissionTID,RewardTID,DropTID
54179,1,QUT_Title_002365,QUT_Main_002365,QUT_Progress_002365,QUT_Finish_002365,QUT_Mini_002365,暗影揭示了样子,我记得我得到恢??复。而在失去意识的边缘，我还没有看到大门。惊喜。里加永远在这里。 Geonnet门是不是吹的岛屿。面对雪打我呢。 / N / N吹岛出逃，没有门都没有了。磨床和部分攻击....同时，我也吹掉teurigo之间的岛屿<TC'163：21：21“文本”问题召集令“/>是在手的挤压。你不会使用它，如果你知道吗？,吹掉使用<顺序召唤的问题“/文本TC'163 :: 21 21''>的teurigo之间的岛屿岂不知道吗？,如果部队周围聚集性，你可以赢得一个拆迁......？这是什么？我将提供欠尊敬的刘奔。修复煽动叛乱的明显的证据！,刘易斯和红发的火山对话,1205,0,44,0,0,1,1,54096,0,1,54096,0,0,54178,0,2|4,44,99,0,0,25697,1,0,0,0,540179|541179,154179,0
54180,1,QUT_Title_002366,QUT_Main_002366,QUT_Progress_002366,QUT_Finish_002366,QUT_Mini_002366,古花,事实上，在希腊人在你身后，并goriah僧侣在这个起义hasyeotne预计高卢天的开始。令人惊讶的，而且进攻来滋养伴侣！现在DIR平息我的使命立即开展红发的火山。我们的目标是火山保护德宇接任叛军命令筋从敌人的洋葱。 / N / N问题itne召唤师被狠狠的防护，朝内火山的方式。这是一个大规模调兵困难。所以这个配方消除混蛋岂不保存<TC'163 :: 21 21“文本”古花“/>？,所以这个配方，以消除他们不会保存<TC'163 :: 21 21“文本”古花“/>的召唤？,哈哈热点。 Hagun肯定要处理一次！,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,54188,54181|54182,2|4,45,99,0,0,0,0,0,0,0,540180,154180|401087|401088,0
54181,1,QUT_Title_002367,QUT_Main_002367,QUT_Progress_002367,QUT_Finish_002367,QUT_Mini_002367,召唤师永封,花四个古老神秘的电源组件，以便有暴风雪。订单将被放置召唤翼的运动是因为冷冻结。但是，这些人可能去angetji孤单。您订购的那一刻，迅速召唤appeared'll施加暴力攻击。当然，如果eopgetji没有问题。 / N / N召唤去区<TC'163：21：21'暴风雪的文字“命令”/>使用there.Aye。 <TC'163：21：21“文本”快召唤师“/>和<TC'163：21：21'文本'圆滑的召唤”/>不要忘记援助是我。,去召唤区<TC'163：21：21'文本'暴风雪的命令“/>使用there.Aye。 <TC'163：21：21“文本”快召唤师“/>和<TC'163：21：21'文本'圆滑的召唤”/>不要忘记援助是我。,现在，这些家伙都是老的翅膀过时。,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,54180,54183,2|4,45,99,0,0,25700,1,0,0,0,540181|541181|542181,154181,0
54182,1,QUT_Title_002368,QUT_Main_002368,QUT_Progress_002368,QUT_Finish_002368,QUT_Mini_002368,召唤援助,召唤师第一代叛逆认真看。我想这将不足以打破旧。但从来没有伟大的。如果树无疑是一个很好的例子，甚至不太愿意例如下来。我需要你的力量。 There.Aye杀<TC'163 :: 21 21“文本”残酷的召唤“/>。,我需要你的力量。 There.Aye召唤师残酷杀害。,它可以撕裂的翅膀再次飙升？请问人群。,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,54188,54184,2|4,45,99,0,0,0,0,0,0,0,540182,154182,0
54183,1,QUT_Title_002369,QUT_Main_002369,QUT_Progress_002369,QUT_Finish_002369,QUT_Mini_002369,朝内火山通道,固定haneungun最早出现在第二位。 Itne灰傀儡发挥这些家伙挡住了入口内火山门口。 Tobeoldae孤军奋斗。你得加。 <TC'163：21：21“文本”灰假人“/>进行打分，给朝里面钻出通道。,<TC'163：21：21“文本”灰假人“/>进行打分，给朝里面钻出通道。,一棍真正的战斗现在开始！,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,54181|54195,54185,2|4,45,99,0,0,0,0,0,0,0,540183,154183,0
54184,1,QUT_Title_002370,QUT_Main_002370,QUT_Progress_002370,QUT_Finish_002370,QUT_Mini_002370,在yeolam席位链,该死！战士进入室内不会容忍温热itne被人宰。高级塑造这些家伙锁定到位的开放熔岩散发陷入结界。为了摧毁/ N / n'm消除yeolam席位结界的结界。如果你不关心，甚至那些热量。进入<TC'163：21：21“文本”魅力座位yeolam“/>破坏供体。,如果你不关心，甚至那些热量。进入<TC'163：21：21“文本”魅力座位yeolam“/>破坏供体。,,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,54195,54200,2|4,45,99,0,0,0,0,0,0,0,540184,154184,0
54185,1,QUT_Title_002371,QUT_Main_002371,QUT_Progress_002371,QUT_Finish_002371,QUT_Mini_002371,摆脱火山的守护德宇达电通的,火山卫报透露，去年迪宇信佳集团将寻找。如果树替罪羊对抗叛乱结束eopne或不同。 <TC'163：21：21“文本”监护人德宇达电通的火山“/>给芬德下来。,<TC'163：21：21“文本”监护人德宇达电通的火山“/>给芬德下来。,剩下的事留给我们。你必须给一个休息的大英雄。,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,54183,0,2|4,45,99,0,0,0,0,0,0,0,540185,154185,0
54186,1,QUT_Title_002372,QUT_Main_002372,QUT_Progress_002372,QUT_Finish_002372,QUT_Mini_002372,失落的石像鬼雕塑,在此命令，束缚月神告诉检查nadwinggulgo下降山谷的雕像。问题是，他们顽强地熊心辛迪加是躲在山谷拆迁困扰着我们。毫不奇怪的士兵，而试图去调查雕像，石像鬼雕塑将承担较高的抢圣骑士心脏疾病。重要的是要发送到半狄红月。 <TC'163：21：21“文本”熊心脏病仙剑奇侠传“/>和打分，你会不会得到<TC'163 :: 21 21”文本“怪兽雕塑”/>？,<TC'163：21：21“文本”熊心脏病仙剑奇侠传“/>和打分，你会不会得到<TC'163 :: 21 21”文本“怪兽雕塑”/>？,幸运的。现在，我会送奴役月神。,森在与萨拉火山红发的交谈,1205,0,45,0,0,1,1,54101,0,1,54101,0,0,0,0,2|4,45,99,0,0,0,0,0,0,0,540186,154186,0
54187,1,QUT_Title_002373,QUT_Main_002373,QUT_Progress_002373,QUT_Finish_002373,QUT_Mini_002373,要求9赢球衣,侦察员已经迷倒熊小屋朝向召唤疾病。很显然，这些人认为yideogunyo寻求帮助和召唤傀儡。他们还莫林看看海湾。坐在eopeuni为了获得钳，<TC'163：21：21“文本”熊洛奇心脏疾病“/>让我们的得分和收集<TC'163 :: 21 21”文本“要求，9韩元”/>。,坐在eopeuni为了获得钳，<TC'163：21：21“文本”熊洛奇心脏疾病“/>让我们的得分和收集<TC'163 :: 21 21”文本“要求，9韩元”/>。,有了这个钳子被整齐地阻止。,罗洛beuwa红头发上的火山对话,1205,0,45,0,0,1,1,54099,0,1,54099,0,0,0,54188|54189|54190,2|4,45,99,0,0,0,0,0,0,0,540187,154187,0
54188,1,QUT_Title_002374,QUT_Main_002374,QUT_Progress_002374,QUT_Finish_002374,QUT_Mini_002374,快速guwonbyeong,此。召唤师，他们已经在这里一个隐形的外观。据救赎要求用螺栓固定在召唤师一直隐瞒了提高闪光拍摄的形状。他们未经许可的秘密进入来追sangchaek。 <TC'163：21：21'文本'烟火'/>使用<TC'163：21：21“文本”超炫召唤“/>吸引并请芬德下来。,<TC'163：21：21'文本'烟火'/>使用<TC'163：21：21“文本”超炫召唤“/>吸引并请芬德下来。,现在，只有关键似乎休息。他出色。,罗洛beuwa红头发上的火山对话,1205,0,45,0,0,1,1,54099,0,1,54099,0,0,54187,54016|54180,2|4,45,99,0,0,25703,1,0,0,0,540188|541188,154188,0
54189,1,QUT_Title_002375,QUT_Main_002375,QUT_Progress_002375,QUT_Finish_002375,QUT_Mini_002375,仙剑奇侠传熊心脏病,我也舍不得住在这里感到不舒服。该蠕虫似乎徘徊在我身边睡着了，磨床熊心坚持，因为我千兆以太网非常执着。他们驻扎在烟尘几个人谁幸存下来的最后一个切口组织辛迪加tobeoljeon心脏的山谷。 / N / N手头的问题的核心。然而，有需要之前移除细枝。 Yinikkayo人们可能反而有一个厚厚的分支树枝。作为助手已经预计到的信念，<TC'163：21：21“文本”熊心脏病仙剑奇侠传“/>请进球。,作为助手已经预计到的信念，<TC'163：21：21“文本”熊心脏病仙剑奇侠传“/>请进球。,最后一个......现在！,罗洛beuwa红头发上的火山对话,1205,0,45,0,0,1,1,54099,0,1,54099,0,0,0,54190,2|4,45,99,0,0,0,0,0,0,0,540189,154189,0
54190,1,QUT_Title_002376,QUT_Main_002376,QUT_Progress_002376,QUT_Finish_002376,QUT_Mini_002376,中摆脱为已预计到的信仰,但由于其信念是一项伟大的工程，以转移纸，其声誉甚至在这里结束。 Trillian的是youngungnim tenikkayo他。 <TC'163：21：21“文/”为已预计到信仰'>抵御减少心脏不能做出让deombil两次拆除了。,<TC'163：21：21“文/”为已预计到信仰'>抵御减少心脏不能做出让deombil两次拆除了。,即便如此裸露的心脏尚存的遗迹，youngungnim似乎没有问题，如果你已经是。我庆祝。我们必须夺回了山谷。,罗洛beuwa红头发上的火山对话,1205,0,45,0,0,1,1,54099,0,1,54099,0,0,54187,54191|54192|54193,2|4,45,99,0,0,0,0,0,0,0,540190,154190,0
54191,1,QUT_Title_002377,QUT_Main_002377,QUT_Progress_002377,QUT_Finish_002377,QUT_Mini_002377,陷阱喷出热水的热量,我该如何解决这一....... Yinyagoyo什么？旧的熔岩坑路发烧喷出热水的热量在整个提供的。战友马克西姆的伤害，但是我没有办法，包括我们。我不知道。他youngungnim <TC'163：21：21'文本'高热量陷阱“/>你确定你要处理你的haejuji？,他youngungnim <TC'163：21：21'文本'高热量陷阱“/>你确定你要处理你的haejuji？,Getgunyo现在转向呼吸一点点。,罗克维尔交谈红发的火山,1205,0,45,0,0,1,1,54100,0,1,54100,0,0,54190,0,2|4,45,99,0,0,0,0,0,0,0,540191,154191,0
54192,1,QUT_Title_002378,QUT_Main_002378,QUT_Progress_002378,QUT_Finish_002378,QUT_Mini_002378,召唤师的爪,这是召唤师??锋利的爪子的木材，如果我没有意识到。召唤师已渗透我们的士兵盔甲的爪子。当这种情况发生过一个以牙还牙。这是一个以眼还眼的战术。通过召唤武器的爪子做出回应这些家伙。杀<TC'163 :: 21 21“文本”可怕的召唤“/>请保存<TC'163 :: 21 21''爪召唤师'/文本>。,让可怕的爪子召唤想这些家伙反应的武器。杀<TC'163 :: 21 21“文本”可怕的召唤“/>请保存<TC'163 :: 21 21''爪召唤师'/文本>。,召唤师可以猜测是怎样的伤害要知道，他的脚趾甲。,罗克维尔交谈红发的火山,1205,0,45,0,0,1,1,54100,0,1,54100,0,0,54191,54194,2|4,45,99,0,0,0,0,0,0,0,540192,154192,0
54193,1,QUT_Title_002379,QUT_Main_002379,QUT_Progress_002379,QUT_Finish_002379,QUT_Mini_002379,不要修改法鲁,在召唤例子的研究者森已经有毒轴环的话爪，它不容易处理的形式。为了处理一个召唤师的爪子，你应该清除法鲁的毒不能修改。 <TC'163：21：21“文本”珍珠不是编辑“/>你为什么不给救援？,为了处理一个召唤师的爪子，你应该清除法鲁的毒不能修改。 <TC'163：21：21“文本”珍珠不是编辑“/>你为什么不给救援？,这样一个美丽的itdani的效果修改。惊人的。,罗克维尔交谈红发的火山,1205,0,45,0,0,1,1,54100,0,1,54100,0,0,54191,54195,2|4,45,99,0,0,0,0,0,0,0,540193,154193,0
54194,1,QUT_Title_002380,QUT_Main_002380,QUT_Progress_002380,QUT_Finish_002380,QUT_Mini_002380,铝毁灭召唤师,召唤师召唤成功猎杀用爪子。多个计数迄今已累计在yirwojin。有试图拉人的根就超出了这个机会。摧毁<TC'163 :: 21 21'文本'基地召唤“/>，种子干燥beoripsi。,摧毁<TC'163 :: 21 21'文本'基地召唤“/>，种子干燥beoripsi。,浏览getgunyo困难的时候，是一个召唤师。 Jaeop是jadeuk。,罗克维尔交谈红发的火山,1205,0,45,0,0,1,1,54100,0,1,54100,0,0,54192,0,2|4,45,99,0,0,0,0,0,0,0,540194,154194,0
54195,1,QUT_Title_002381,QUT_Main_002381,QUT_Progress_002381,QUT_Finish_002381,QUT_Mini_002381,摆脱其他酋长总站召唤师,召唤酋长特米尼田川开始攀升飞。现在看来，他已经失去了他的同胞哭泣的愤怒。我们需要告诉无情的，但最终下跌芬德所有mancheonha拆迁方背叛了他。 <TC'163：21：21“文本”召唤其他的酋长总站“/>请，治疗。,<TC'163：21：21“文本”召唤其他的酋长总站“/>请，治疗。,现在我听说有定理也进入了最后阶段。谢谢。谢谢。,罗克维尔交谈红发的火山,1205,0,45,0,0,1,1,54100,0,1,54100,0,0,54193,0,2|4,45,99,0,0,0,0,0,0,0,540195,154195|450377|450378|450379|450380|450445,0
54196,1,QUT_Title_002382,QUT_Main_002382,QUT_Progress_002382,QUT_Finish_002382,QUT_Mini_002382,我需要一个烧伤膏,它现在充满了尖叫和呻吟。又是谁抱怨疼痛的士兵热量的陷阱。虽然动员是所有关于我的，还是他们缺乏长。你想创建一个烧伤膏，材料你能不能把<TC'163 :: 21 21“文本”完全冷点“/>？,你想创建一个烧伤膏，材料你能不能把<TC'163 :: 21 21“文本”完全冷点“/>？,如何偿还的青睐。非常感谢你。,森在与萨拉火山红发的交谈,1205,0,45,0,0,1,1,54101,0,1,54101,0,0,0,54198,2|4,45,99,0,0,0,0,0,0,0,540196,154196,0
54197,1,QUT_Title_002383,QUT_Main_002383,QUT_Progress_002383,QUT_Finish_002383,QUT_Mini_002383,粉召唤师,最近召唤师是一个奇怪的粉撒maemdolmyeo分散各地的基地。但现在比大更出现，因为我认为它令人信服地忽视jjipjjip了。你要分析面粉的成分，<TC'163：21：21“文本”可怕的召唤“/>从请获得<TC'163 :: 21 21”文本“粉召唤”/>。,你要分析面粉的成分，<TC'163：21：21“文本”可怕的召唤“/>从请获得<TC'163 :: 21 21”文本“粉召唤”/>。,这是什么粉无色无味替代的身份吗？,森在与萨拉火山红发的交谈,1205,0,45,0,0,1,1,54101,0,1,54101,0,0,54191,54199,2|4,45,99,0,0,0,0,0,0,0,540197,154197,0
54198,1,QUT_Title_002384,QUT_Main_002384,QUT_Progress_002384,QUT_Finish_002384,QUT_Mini_002384,心熊措施,不要说在承担哈特曼这个开放的战士什么。这不是可以由将被克服的问题。心脏熊肯定有那些可以承受的热量措施。把一个盒子，让一切他们珍惜。我们的目标是<TC'163：21：21“文本”框中的心熊“/> A.,心脏熊肯定有那些可以承受的热量措施。 <TC'163：21：21“文本”框中熊心“/>带来的东西。,这肯定是一个关键的解决毒品。,森在与萨拉火山红发的交谈,1205,0,45,0,0,1,1,54101,0,1,54101,0,0,54196,54197,2|4,45,99,0,0,0,0,0,0,0,540198,154198,0
54199,1,QUT_Title_002385,QUT_Main_002385,QUT_Progress_002385,QUT_Finish_002385,QUT_Mini_002385,大约一耐热,召唤和粉末的作用是耐热树下降。身体向温热下跌无助金妮士兵的阻力也不足为奇。我们认为，只有缺乏意愿。 / N / N此外，从内部来分析一下关于熊心形盒，这是一个东西会增加热阻。我想我不得不写了一些这些家伙！我很惭愧tathan承诺。 / N / N返回到一个英雄，现在，上帝是第一个<TC'163：21：21“文本”对耐热“/>我给你，通过各种手段，请完成战斗一劫。,为表彰最神的是我给你<TC'163 :: 21 21“文本”对耐热“/>，通过各种手段，请完成战斗一劫的第一功臣。,怎么样？没有这身更轻？,森在与萨拉火山红发的交谈,1205,0,45,0,0,1,1,54101,0,1,54101,0,0,54197,0,2|4,45,99,0,0,25709,1,0,0,0,540199,154199,0
54200,1,QUT_Title_002386,QUT_Main_002386,QUT_Progress_002386,QUT_Finish_002386,QUT_Mini_002386,熔岩的测定,它拥有一头红发的火山睡着了很多珍贵的矿物质。其中，最美丽的熔岩稀有的决心。不幸的是，熔岩的决定出来，我们可以看到可行的。 / N / N熔岩魔像，但总是会承受身体danindago yeogimyeo熔岩的决定为宝。 <TC'163：21：21“文本”熔岩魔像“/>从<TC'163：21：21熔岩”文本“决定”我aneusi不保存/>？,<TC'163：21：21“文本”熔岩魔像“/>从<TC'163：21：21熔岩”文本“决定”我aneusi不保存/>？,这就是熔岩的决定。实际的熔岩结晶矿物，但一个地方的美丽是无可比拟的eopneyo。,森在与萨拉火山红发的交谈,1205,0,45,0,0,1,1,54101,0,1,54101,0,0,54184,0,2|4,45,99,0,0,0,0,0,0,0,540200,154200,0
54201,1,QUT_Title_002387,QUT_Main_002387,QUT_Progress_002387,QUT_Finish_002387,QUT_Mini_002387,中型驱逐舰摆脱更环保的汽车,Geupbo的新手。他们惨败岛上不断打击这一事实证实藏身于任何军事dwaetdaneun红发的火山洞穴。但洋葱阻止敌人的勇士内的领先驱逐舰更环保汽车的进入，把握准确的situation'm努力。 / N / N两天了，您需要的帮助of'm肯定。<TC'163：21：21“文本”驱逐舰弗卡“/>教会给！,这些days'm确保你需要帮助。 <TC'163：21：21“文本”驱逐舰弗卡“/>教会给！,“再得到一个好消息！ Hagetne开始进入内部。,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,0,0,2|4,45,99,0,0,0,0,0,0,0,540201,154201,0
54202,1,QUT_Title_002388,QUT_Main_002388,QUT_Progress_002388,QUT_Finish_002388,QUT_Mini_002388,【难点】仪式文档,第3组发现了一个巨大的房间，红色的火山洞窟头球探内。这是在第一个房间，他看到一看of'm会仪式的所有jujaeja牙齿。牙家长团体可以采取订单。我需要找出你用它做什么。 / N / N <TC'163：21：21“文本”模式jujaeja牙“/>下跌teurigo <TC'163：21：21”文本“仪式性文件”/>导致。,我需要找出你用它做什么。 <TC'163：21：21“文本”模式jujaeja牙“/>下跌teurigo <TC'163：21：21”文本“仪式性文件”/>导致。,这是正确的顺序。森消失。呼叫中心消失了！,夏娃叫红头发的火山交谈,1205,0,45,0,0,1,1,54098,0,1,54098,0,0,0,0,2|4,45,99,0,0,0,0,0,0,0,540202,154202,0
